,Price,District,State,Bedrooms,Tenure,Furnished Type,Size,Facilities,Bathrooms,Car Slots,House Type,Price per sqft,Price per Bedroom,Room Density,District_code,State_code,Tenure_code,Furnished Type_code,House Type_code
15845,1060000,skudai,johor,5.0,freehold,unfurnished,2240.0,[],4.0,2.0,cluster house,473.21,212000.0,0.002232142857142857,244,0,0,2,10
15846,1450000,iskandar puteri (nusajaya),johor,5.0,freehold,fully furnished,2520.0,[],5.0,2.0,cluster house,575.4,290000.0,0.001984126984126984,92,0,0,0,10
15847,768000,skudai,johor,4.0,freehold,unfurnished,2450.0,"['Kitchen Cabinet', '24-Hour Security']",4.0,2.0,cluster house,313.47,192000.0,0.0016326530612244899,244,0,0,2,10
15849,768000,skudai,johor,4.0,freehold,partly furnished,2450.0,"['Kitchen Cabinet', 'Balcony', 'Parking', '24-Hour Security']",4.0,2.0,cluster house,313.47,192000.0,0.0016326530612244899,244,0,0,1,10
15850,1280000,skudai,johor,5.0,freehold,unfurnished,2841.0,[],4.0,2.0,cluster house,450.55,256000.0,0.0017599436818021823,244,0,0,2,10
15851,1650000,iskandar puteri (nusajaya),johor,4.0,freehold,unfurnished,3600.0,[],5.0,2.0,cluster house,458.33,412500.0,0.0011111111111111111,92,0,0,2,10
15852,630000,rawang,selangor,4.0,leasehold,partly furnished,2193.0,"['Kitchen Cabinet', 'Balcony']",3.0,2.0,cluster house,287.28,157500.0,0.001823985408116735,204,13,1,1,10
15853,1350000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,2923.0,[],5.0,2.0,cluster house,461.85,270000.0,0.0017105713308244953,92,0,0,2,10
15854,1850000,kajang,selangor,6.0,freehold,partly furnished,3300.0,"['Kitchen Cabinet', 'Balcony', 'Garage', 'Garden', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Gym', 'Retail Stores', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe', 'Badminton Court', 'Bus Stop', 'Basketball Court']",6.0,6.0,cluster house,560.61,308333.3333333333,0.0018181818181818182,105,13,0,1,10
15855,1790000,kajang,selangor,4.0,freehold,fully furnished,2800.0,[],5.0,6.0,cluster house,639.29,447500.0,0.0014285714285714286,105,13,0,0,10
15856,1750000,kajang,selangor,6.0,freehold,unfurnished,3436.0,"['Jogging Track', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Sauna', 'Wading Pool', 'Cafe']",6.0,2.0,cluster house,509.31,291666.6666666667,0.0017462165308498253,105,13,0,2,10
15857,1750000,kajang,selangor,5.0,freehold,fully furnished,3500.0,"['Kitchen Cabinet', 'Balcony', 'Garage', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Squash Court', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', '24-Hour Security', 'Clubhouse', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe', 'Badminton Court', 'Bus Stop']",5.0,4.0,cluster house,500.0,350000.0,0.0014285714285714286,105,13,0,0,10
15858,1800000,kajang,selangor,5.0,freehold,partly furnished,3500.0,"['Air Conditioner', 'Kitchen Cabinet', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Squash Court', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe', 'Badminton Court', 'Bus Stop', 'Basketball Court']",5.0,6.0,cluster house,514.29,360000.0,0.0014285714285714286,105,13,0,1,10
15859,1600000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,3294.0,[],5.0,2.0,cluster house,485.73,320000.0,0.0015179113539769277,92,0,0,2,10
15860,1180000,tebrau,johor,7.0,freehold,unfurnished,2080.0,[],5.0,2.0,cluster house,567.31,168571.42857142858,0.0033653846153846156,280,0,0,2,10
15861,2200000,iskandar puteri (nusajaya),johor,5.0,freehold,partly furnished,3120.0,[],5.0,2.0,cluster house,705.13,440000.0,0.0016025641025641025,92,0,0,1,10
15862,1030000,johor bahru,johor,5.0,leasehold,unfurnished,2240.0,[],4.0,2.0,cluster house,459.82,206000.0,0.002232142857142857,103,0,1,2,10
15863,1000000,subang,selangor,5.0,leasehold,partly furnished,3210.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Garden', 'Garage']",4.0,3.0,cluster house,311.53,200000.0,0.001557632398753894,248,13,1,1,10
15864,1000000,tebrau,johor,4.0,freehold,fully furnished,2380.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track']",3.0,1.0,cluster house,420.17,250000.0,0.0016806722689075631,280,0,0,0,10
15865,1280000,tampoi,johor,5.0,freehold,unfurnished,2628.0,[],3.0,2.0,cluster house,487.06,256000.0,0.001902587519025875,269,0,0,2,10
15866,920000,skudai,johor,5.0,freehold,unfurnished,2210.0,[],4.0,2.0,cluster house,416.29,184000.0,0.0022624434389140274,244,0,0,2,10
15867,1130000,tebrau,johor,4.0,freehold,fully furnished,2380.0,"['Kitchen Cabinet', 'Air Conditioner', 'Playground', '24-Hour Security']",3.0,2.0,cluster house,474.79,282500.0,0.0016806722689075631,280,0,0,0,10
15868,1130000,masai,johor,5.0,freehold,partly furnished,2100.0,[],5.0,2.0,cluster house,538.1,226000.0,0.002380952380952381,159,0,0,1,10
15869,465000,seremban 2,negeri sembilan,4.0,freehold,unfurnished,1800.0,[],3.0,2.0,cluster house,258.33,116250.0,0.0022222222222222222,228,5,0,2,10
15870,1350000,tebrau,johor,4.0,freehold,fully furnished,3080.0,"['Balcony', 'Kitchen Cabinet', 'Air Conditioner', 'Playground', '24-Hour Security']",5.0,2.0,cluster house,438.31,337500.0,0.0012987012987012987,280,0,0,0,10
15871,1280000,skudai,johor,5.0,freehold,unfurnished,1540.0,[],3.0,2.0,cluster house,831.17,256000.0,0.003246753246753247,244,0,0,2,10
15872,760000,setia alam,selangor,4.0,freehold,unfurnished,1500.0,['Kitchen Cabinet'],3.0,2.0,cluster house,506.67,190000.0,0.0026666666666666666,235,13,0,2,10
15873,1450000,setia alam,selangor,6.0,freehold,partly furnished,2900.0,['Parking'],6.0,2.0,cluster house,500.0,241666.66666666666,0.0020689655172413794,235,13,0,1,10
15874,1480000,setia alam,selangor,5.0,freehold,unfurnished,2800.0,"['Kitchen Cabinet', 'Parking']",5.0,2.0,cluster house,528.57,296000.0,0.0017857142857142857,235,13,0,2,10
15875,770000,setia alam,selangor,3.0,freehold,unfurnished,1500.0,"['Garden', 'Parking']",3.0,2.0,cluster house,513.33,256666.66666666666,0.002,235,13,0,2,10
15876,1300000,masai,johor,7.0,freehold,partly furnished,3488.0,[],4.0,2.0,cluster house,372.71,185714.2857142857,0.0020068807339449542,159,0,0,1,10
15877,1950000,iskandar puteri (nusajaya),johor,7.0,freehold,unfurnished,3408.0,[],6.0,2.0,cluster house,572.18,278571.4285714286,0.0020539906103286387,92,0,0,2,10
15878,1280000,tebrau,johor,5.0,freehold,unfurnished,2628.0,[],3.0,2.0,cluster house,487.06,256000.0,0.001902587519025875,280,0,0,2,10
15879,1150000,tebrau,johor,4.0,freehold,fully furnished,2380.0,"['Kitchen Cabinet', 'Air Conditioner', 'Playground', '24-Hour Security']",3.0,2.0,cluster house,483.19,287500.0,0.0016806722689075631,280,0,0,0,10
15880,950000,klang,selangor,5.0,freehold,unfurnished,2000.0,[],5.0,2.0,cluster house,475.0,190000.0,0.0025,123,13,0,2,10
15881,997800,skudai,johor,4.0,freehold,unfurnished,2620.0,['Balcony'],4.0,2.0,cluster house,380.84,249450.0,0.0015267175572519084,244,0,0,2,10
15882,949000,seri kembangan,selangor,6.0,leasehold,unfurnished,2800.0,[],5.0,2.0,cluster house,338.93,158166.66666666666,0.002142857142857143,232,13,1,2,10
15883,420000,petaling jaya,selangor,2.0,freehold,partly furnished,650.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bath Tub', 'Balcony', 'Garage', 'Garden', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Squash Court', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe', 'Badminton Court', 'Bus Stop', 'Basketball Court']",2.0,1.0,cluster house,646.15,210000.0,0.003076923076923077,189,13,0,1,10
15884,1390000,skudai,johor,4.0,freehold,unfurnished,2310.0,[],4.0,4.0,cluster house,601.73,347500.0,0.0017316017316017316,244,0,0,2,10
15885,567000,puchong,selangor,4.0,malay reserved land,unfurnished,2686.0,[],3.0,2.0,cluster house,211.09,141750.0,0.0014892032762472078,197,13,2,2,10
15886,780000,semenyih,selangor,5.0,freehold,unfurnished,2396.0,[],3.0,2.0,cluster house,325.54,156000.0,0.002086811352253756,220,13,0,2,10
15887,550000,dengkil,selangor,4.0,freehold,partly furnished,2514.0,[],3.0,2.0,cluster house,218.77,137500.0,0.0015910898965791568,73,13,0,1,10
15888,1280000,tebrau,johor,5.0,freehold,unfurnished,2475.0,[],3.0,2.0,cluster house,517.17,256000.0,0.00202020202020202,280,0,0,2,10
15889,567000,puchong,selangor,4.0,leasehold,unfurnished,2486.0,['Parking'],4.0,2.0,cluster house,228.08,141750.0,0.0016090104585679806,197,13,1,2,10
15890,880000,skudai,johor,4.0,leasehold,unfurnished,1920.0,[],4.0,2.0,cluster house,458.33,220000.0,0.0020833333333333333,244,0,1,2,10
15891,1535200,gelang patah,johor,2.0,freehold,unfurnished,2034.0,[],2.0,2.0,cluster house,754.77,767600.0,0.0009832841691248771,80,0,0,2,10
15892,977000,skudai,johor,4.0,freehold,unfurnished,2700.0,"['Balcony', 'Parking', 'Jogging Track', 'Playground']",4.0,2.0,cluster house,361.85,244250.0,0.0014814814814814814,244,0,0,2,10
15893,1500000,iskandar puteri (nusajaya),johor,4.0,freehold,unfurnished,3186.0,[],3.0,2.0,cluster house,470.81,375000.0,0.0012554927809165098,92,0,0,2,10
15894,890000,kajang,selangor,4.0,freehold,unfurnished,1999.0,"['Jogging Track', 'Playground']",4.0,2.0,cluster house,445.22,222500.0,0.002001000500250125,105,13,0,2,10
15895,1150000,tebrau,johor,4.0,freehold,partly furnished,2380.0,[],3.0,2.0,cluster house,483.19,287500.0,0.0016806722689075631,280,0,0,1,10
15896,920000,skudai,johor,5.0,freehold,partly furnished,2210.0,[],4.0,2.0,cluster house,416.29,184000.0,0.0022624434389140274,244,0,0,1,10
15897,1400000,iskandar puteri (nusajaya),johor,4.0,freehold,unfurnished,2400.0,[],3.0,2.0,cluster house,583.33,350000.0,0.0016666666666666668,92,0,0,2,10
15898,1060000,skudai,johor,5.0,freehold,unfurnished,2526.0,['24-Hour Security'],4.0,2.0,cluster house,419.64,212000.0,0.001979414093428345,244,0,0,2,10
15899,1250000,tebrau,johor,4.0,freehold,unfurnished,2380.0,"['Air Conditioner', 'Playground', '24-Hour Security']",3.0,2.0,cluster house,525.21,312500.0,0.0016806722689075631,280,0,0,2,10
15901,1500000,skudai,johor,5.0,leasehold,partly furnished,2812.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Garden', 'Parking', 'Jogging Track', 'Playground', '24-Hour Security']",4.0,4.0,cluster house,533.43,300000.0,0.0017780938833570413,244,0,1,1,10
15902,950000,skudai,johor,5.0,leasehold,partly furnished,1920.0,"['Garage', 'Air Conditioner', 'Balcony', '24-Hour Security']",5.0,2.0,cluster house,494.79,190000.0,0.0026041666666666665,244,0,1,1,10
15903,1400000,tebrau,johor,5.0,freehold,unfurnished,2240.0,[],4.0,2.0,cluster house,625.0,280000.0,0.002232142857142857,280,0,0,2,10
15904,788000,kulai,johor,5.0,freehold,unfurnished,2497.0,"['Balcony', 'Parking', 'Jogging Track', 'Playground', '24-Hour Security']",3.0,2.0,cluster house,315.58,157600.0,0.002002402883460152,148,0,0,2,10
15905,1800000,iskandar puteri (nusajaya),johor,4.0,freehold,unfurnished,2860.0,"['Kitchen Cabinet', 'Air Conditioner']",5.0,2.0,cluster house,629.37,450000.0,0.0013986013986013986,92,0,0,2,10
15906,1650000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,2800.0,"['Kitchen Cabinet', 'Air Conditioner', '24-Hour Security']",5.0,2.0,cluster house,589.29,330000.0,0.0017857142857142857,92,0,0,2,10
15907,1180000,tebrau,johor,6.0,freehold,partly furnished,2080.0,"['Garage', 'Air Conditioner', 'Balcony', 'Kitchen Cabinet', '24-Hour Security']",5.0,2.0,cluster house,567.31,196666.66666666666,0.0028846153846153848,280,0,0,1,10
15908,555000,kajang,selangor,4.0,freehold,unfurnished,1750.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garage']",3.0,2.0,cluster house,317.14,138750.0,0.002285714285714286,105,13,0,2,10
15909,2200000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,3120.0,[],5.0,2.0,cluster house,705.13,440000.0,0.0016025641025641025,92,0,0,2,10
15910,1320000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,2588.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground', 'Business Centre', '24-Hour Security', 'Clubhouse']",4.0,2.0,cluster house,510.05,264000.0,0.0019319938176197836,92,0,0,2,10
15911,1550000,tebrau,johor,6.0,freehold,unfurnished,2380.0,"['Garden', 'Parking', 'Playground', 'Business Centre', '24-Hour Security', 'Cafe', 'Bus Stop']",6.0,2.0,cluster house,651.26,258333.33333333334,0.0025210084033613447,280,0,0,2,10
15913,499800,bertam,melaka,4.0,freehold,unfurnished,1655.0,[],2.0,2.0,cluster house,301.99,124950.0,0.002416918429003021,45,4,0,2,10
15914,1550000,iskandar puteri (nusajaya),johor,4.0,freehold,unfurnished,2580.0,['Balcony'],6.0,2.0,cluster house,600.78,387500.0,0.0015503875968992248,92,0,0,2,10
15915,550000,pasir gudang,johor,4.0,freehold,unfurnished,2450.0,[],2.0,2.0,cluster house,224.49,137500.0,0.0016326530612244899,178,0,0,2,10
15916,585000,shah alam,selangor,4.0,leasehold,unfurnished,1948.0,[],3.0,2.0,cluster house,300.31,146250.0,0.002053388090349076,237,13,1,2,10
15917,1300000,iskandar puteri (nusajaya),johor,6.0,freehold,unfurnished,2240.0,[],6.0,2.0,cluster house,580.36,216666.66666666666,0.0026785714285714286,92,0,0,2,10
15918,1150000,tebrau,johor,4.0,freehold,unfurnished,3000.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Garden', 'Bbq', 'Parking', 'Jogging Track', 'Playground', '24-Hour Security']",3.0,3.0,cluster house,383.33,287500.0,0.0013333333333333333,280,0,0,2,10
15919,550000,pasir gudang,johor,4.0,freehold,unfurnished,2450.0,[],2.0,2.0,cluster house,224.49,137500.0,0.0016326530612244899,178,0,0,2,10
15920,2000000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,3170.0,[],5.0,2.0,cluster house,630.91,400000.0,0.0015772870662460567,92,0,0,2,10
15921,738000,skudai,johor,7.0,freehold,unfurnished,2650.0,[],4.0,2.0,cluster house,278.49,105428.57142857143,0.0026415094339622643,244,0,0,2,10
15922,538000,tanjung malim,perak,4.0,freehold,unfurnished,1820.0,[],3.0,2.0,cluster house,295.6,134500.0,0.002197802197802198,276,8,0,2,10
15923,1550000,iskandar puteri (nusajaya),johor,5.0,freehold,partly furnished,2670.0,['24-Hour Security'],4.0,2.0,cluster house,580.52,310000.0,0.0018726591760299626,92,0,0,1,10
15924,720000,semenyih,selangor,4.0,freehold,unfurnished,2028.0,['24-Hour Security'],4.0,2.0,cluster house,355.03,180000.0,0.0019723865877712033,220,13,0,2,10
15925,590000,rawang,selangor,4.0,leasehold,unfurnished,2193.0,[],3.0,2.0,cluster house,269.04,147500.0,0.001823985408116735,204,13,1,2,10
15926,610000,rawang,selangor,4.0,leasehold,unfurnished,2080.0,"['Kitchen Cabinet', 'Garden', 'Playground']",3.0,2.0,cluster house,293.27,152500.0,0.0019230769230769232,204,13,1,2,10
15927,1600000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,3294.0,[],5.0,2.0,cluster house,485.73,320000.0,0.0015179113539769277,92,0,0,2,10
15928,1350000,tebrau,johor,5.0,freehold,partly furnished,2520.0,"['Kitchen Cabinet', 'Parking', '24-Hour Security']",5.0,2.0,cluster house,535.71,270000.0,0.001984126984126984,280,0,0,1,10
15929,1280000,tebrau,johor,5.0,freehold,unfurnished,2628.0,"['Garage', 'Kitchen Cabinet', 'Balcony', 'Air Conditioner', '24-Hour Security']",3.0,2.0,cluster house,487.06,256000.0,0.001902587519025875,280,0,0,2,10
15930,1130000,johor bahru,johor,4.0,freehold,fully furnished,2380.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Parking', 'Playground', 'Retail Stores', '24-Hour Security']",3.0,2.0,cluster house,474.79,282500.0,0.0016806722689075631,103,0,0,0,10
15931,1500000,skudai,johor,5.0,leasehold,partly furnished,2730.0,[],4.0,2.0,cluster house,549.45,300000.0,0.0018315018315018315,244,0,1,1,10
15932,1350000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,2923.0,[],5.0,2.0,cluster house,461.85,270000.0,0.0017105713308244953,92,0,0,2,10
15933,1150000,gelang patah,johor,3.0,freehold,unfurnished,2885.0,['Kitchen Cabinet'],4.0,2.0,cluster house,398.61,383333.3333333333,0.0010398613518197574,80,0,0,2,10
15934,1650000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,3600.0,[],5.0,2.0,cluster house,458.33,330000.0,0.001388888888888889,92,0,0,2,10
15935,1050000,tampoi,johor,4.0,freehold,unfurnished,2450.0,[],4.0,2.0,cluster house,428.57,262500.0,0.0016326530612244899,269,0,0,2,10
15936,1250000,tebrau,johor,5.0,freehold,fully furnished,2400.0,[],5.0,2.0,cluster house,520.83,250000.0,0.0020833333333333333,280,0,0,0,10
15938,1380000,kajang,selangor,6.0,freehold,unfurnished,3019.0,[],5.0,2.0,cluster house,457.11,230000.0,0.001987413050679033,105,13,0,2,10
15939,1490000,kajang,selangor,6.0,freehold,unfurnished,3019.0,[],5.0,2.0,cluster house,493.54,248333.33333333334,0.001987413050679033,105,13,0,2,10
15940,1150000,tebrau,johor,4.0,freehold,unfurnished,2600.0,[],3.0,2.0,cluster house,442.31,287500.0,0.0015384615384615385,280,0,0,2,10
15941,2200000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,3120.0,[],5.0,2.0,cluster house,705.13,440000.0,0.0016025641025641025,92,0,0,2,10
15942,2200000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,3120.0,"['Kitchen Cabinet', 'Garage', 'Bath Tub', 'Balcony', 'Air Conditioner', 'Garden', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', '24-Hour Security', 'Clubhouse']",5.0,2.0,cluster house,705.13,440000.0,0.0016025641025641025,92,0,0,2,10
15943,1130000,tebrau,johor,4.0,freehold,unfurnished,2380.0,"['Kitchen Cabinet', 'Air Conditioner', '24-Hour Security']",3.0,2.0,cluster house,474.79,282500.0,0.0016806722689075631,280,0,0,2,10
15944,1550000,skudai,johor,5.0,leasehold,unfurnished,2812.0,[],4.0,2.0,cluster house,551.21,310000.0,0.0017780938833570413,244,0,1,2,10
15946,1130000,tebrau,johor,4.0,freehold,unfurnished,2380.0,"['Kitchen Cabinet', 'Parking', '24-Hour Security']",3.0,2.0,cluster house,474.79,282500.0,0.0016806722689075631,280,0,0,2,10
15947,1250000,johor bahru,johor,5.0,freehold,unfurnished,2840.0,[],5.0,2.0,cluster house,440.14,250000.0,0.0017605633802816902,103,0,0,2,10
15948,1080000,tebrau,johor,5.0,freehold,unfurnished,3128.0,[],3.0,2.0,cluster house,345.27,216000.0,0.00159846547314578,280,0,0,2,10
15949,1300000,johor bahru,johor,5.0,freehold,unfurnished,2840.0,[],5.0,2.0,cluster house,457.75,260000.0,0.0017605633802816902,103,0,0,2,10
15950,1300000,johor bahru,johor,5.0,freehold,partly furnished,2840.0,[],5.0,2.0,cluster house,457.75,260000.0,0.0017605633802816902,103,0,0,1,10
15951,1300000,johor bahru,johor,5.0,freehold,partly furnished,2840.0,[],5.0,2.0,cluster house,457.75,260000.0,0.0017605633802816902,103,0,0,1,10
15952,1550000,johor bahru,johor,5.0,freehold,partly furnished,2840.0,[],5.0,2.0,cluster house,545.77,310000.0,0.0017605633802816902,103,0,0,1,10
15953,1550000,johor bahru,johor,5.0,freehold,partly furnished,2840.0,[],5.0,2.0,cluster house,545.77,310000.0,0.0017605633802816902,103,0,0,1,10
15954,1150000,tebrau,johor,4.0,freehold,fully furnished,2380.0,"['Kitchen Cabinet', 'Air Conditioner', 'Parking', 'Jogging Track', 'Playground']",3.0,1.0,cluster house,483.19,287500.0,0.0016806722689075631,280,0,0,0,10
15956,600000,iskandar puteri (nusajaya),johor,4.0,freehold,unfurnished,1800.0,[],3.0,2.0,cluster house,333.33,150000.0,0.0022222222222222222,92,0,0,2,10
15957,1350000,tebrau,johor,5.0,freehold,partly furnished,2900.0,[],5.0,2.0,cluster house,465.52,270000.0,0.0017241379310344827,280,0,0,1,10
15958,340000,kepong,kuala lumpur,2.0,freehold,unfurnished,770.0,['Parking'],2.0,1.0,cluster house,441.56,170000.0,0.0025974025974025974,116,3,0,2,10
15959,1060000,johor bahru,johor,5.0,freehold,unfurnished,2240.0,['24-Hour Security'],4.0,2.0,cluster house,473.21,212000.0,0.002232142857142857,103,0,0,2,10
15960,978000,tebrau,johor,5.0,freehold,unfurnished,2628.0,['24-Hour Security'],3.0,2.0,cluster house,372.15,195600.0,0.001902587519025875,280,0,0,2,10
15961,1200000,klang,selangor,4.0,freehold,unfurnished,2210.0,"['Kitchen Cabinet', 'Air Conditioner', '24-Hour Security']",4.0,2.0,cluster house,542.99,300000.0,0.0018099547511312218,123,13,0,2,10
15962,1680000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,2800.0,[],5.0,2.0,cluster house,600.0,336000.0,0.0017857142857142857,92,0,0,2,10
15963,1780000,iskandar puteri (nusajaya),johor,6.0,freehold,unfurnished,2240.0,[],6.0,2.0,cluster house,794.64,296666.6666666667,0.0026785714285714286,92,0,0,2,10
15964,938000,pasir gudang,johor,6.0,freehold,fully furnished,3500.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Garden', 'Bbq', 'Parking', 'Playground', '24-Hour Security']",4.0,3.0,cluster house,268.0,156333.33333333334,0.0017142857142857142,178,0,0,0,10
15965,1650000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,3600.0,"['Balcony', 'Bath Tub', 'Garden', '24-Hour Security']",5.0,2.0,cluster house,458.33,330000.0,0.001388888888888889,92,0,0,2,10
15966,1650000,iskandar puteri (nusajaya),johor,6.0,freehold,unfurnished,3500.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Garage', 'Garden', 'Parking', '24-Hour Security']",5.0,2.0,cluster house,471.43,275000.0,0.0017142857142857142,92,0,0,2,10
15967,1550000,johor bahru,johor,5.0,freehold,unfurnished,2882.0,[],5.0,2.0,cluster house,537.82,310000.0,0.0017349063150589867,103,0,0,2,10
15968,880000,semenyih,selangor,5.0,freehold,unfurnished,2385.0,[],5.0,2.0,cluster house,368.97,176000.0,0.0020964360587002098,220,13,0,2,10
15969,1000000,subang,selangor,5.0,leasehold,partly furnished,3210.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub']",4.0,3.0,cluster house,311.53,200000.0,0.001557632398753894,248,13,1,1,10
15970,1100000,iskandar puteri (nusajaya),johor,5.0,freehold,partly furnished,2400.0,"['Garage', 'Kitchen Cabinet', 'Air Conditioner', 'Balcony', '24-Hour Security']",5.0,2.0,cluster house,458.33,220000.0,0.0020833333333333333,92,0,0,1,10
15971,80000,klang,selangor,2.0,leasehold,unfurnished,1000.0,[],1.0,2.0,cluster house,80.0,40000.0,0.002,123,13,1,2,10
15972,399000,ulu kinta,perak,3.0,leasehold,unfurnished,645.0,[],2.0,2.0,cluster house,618.6,133000.0,0.004651162790697674,293,8,1,2,10
15973,1780000,iskandar puteri (nusajaya),johor,6.0,freehold,unfurnished,3501.0,[],6.0,2.0,cluster house,508.43,296666.6666666667,0.001713796058269066,92,0,0,2,10
15974,1480000,setia alam,selangor,5.0,freehold,unfurnished,2800.0,"['Kitchen Cabinet', 'Parking']",5.0,2.0,cluster house,528.57,296000.0,0.0017857142857142857,235,13,0,2,10
15975,1150000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,2500.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe']",3.0,2.0,cluster house,460.0,230000.0,0.002,92,0,0,2,10
15976,1420000,johor bahru,johor,5.0,freehold,unfurnished,2940.0,[],5.0,2.0,cluster house,482.99,284000.0,0.0017006802721088435,103,0,0,2,10
15977,838000,semenyih,selangor,5.0,freehold,fully furnished,2250.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garage', 'Garden']",4.0,2.0,cluster house,372.44,167600.0,0.0022222222222222222,220,13,0,0,10
15978,1500000,tebrau,johor,5.0,freehold,unfurnished,2302.0,[],4.0,2.0,cluster house,651.61,300000.0,0.002172024326672459,280,0,0,2,10
15979,888000,semenyih,selangor,4.0,freehold,unfurnished,2240.0,['24-Hour Security'],4.0,2.0,cluster house,396.43,222000.0,0.0017857142857142857,220,13,0,2,10
15980,1900000,iskandar puteri (nusajaya),johor,6.0,freehold,fully furnished,3500.0,"['Parking', 'Jogging Track', '24-Hour Security']",5.0,2.0,cluster house,542.86,316666.6666666667,0.0017142857142857142,92,0,0,0,10
15981,1200000,johor bahru,johor,6.0,freehold,unfurnished,2590.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,2.0,cluster house,463.32,200000.0,0.0023166023166023165,103,0,0,2,10
15982,320000,seberang jaya,penang,3.0,freehold,unfurnished,932.0,[],1.0,2.0,cluster house,343.35,106666.66666666667,0.003218884120171674,212,7,0,2,10
15983,1450000,tebrau,johor,6.0,freehold,unfurnished,3933.0,[],6.0,2.0,cluster house,368.68,241666.66666666666,0.0015255530129672007,280,0,0,2,10
15984,1000000,sungai buloh,selangor,4.0,freehold,unfurnished,2016.0,"['Jogging Track', 'Playground', 'Swimming Pool', '24-Hour Security', 'Clubhouse']",4.0,4.0,cluster house,496.03,250000.0,0.001984126984126984,252,13,0,2,10
15985,1550000,tebrau,johor,6.0,freehold,unfurnished,3729.0,[],6.0,2.0,cluster house,415.66,258333.33333333334,0.0016090104585679806,280,0,0,2,10
15986,665000,setia alam,selangor,3.0,freehold,unfurnished,1750.0,[],3.0,2.0,cluster house,380.0,221666.66666666666,0.0017142857142857142,235,13,0,2,10
15987,1250000,iskandar puteri (nusajaya),johor,5.0,freehold,unfurnished,2685.0,"['Jogging Track', 'Playground', '24-Hour Security']",5.0,2.0,cluster house,465.55,250000.0,0.00186219739292365,92,0,0,2,10
15988,1600000,tebrau,johor,4.0,freehold,unfurnished,2600.0,[],4.0,2.0,cluster house,615.38,400000.0,0.0015384615384615385,280,0,0,2,10
